北京市	北京	101010100
北京市	海淀	101010200
北京市	朝阳	101010300
北京市	顺义	101010400
北京市	怀柔	101010500
北京市	通州	101010600
北京市	昌平	101010700
北京市	延庆	101010800
北京市	丰台	101010900
北京市	石景山	101011000
北京市	大兴	101011100
北京市	房山	101011200
北京市	密云	101011300
北京市	门头沟	101011400
北京市	平谷	101011500
北京市	东城	101011600
北京市	西城	101011700
上海市	上海	101020100
上海市	闵行	101020200
上海市	宝山	101020300
上海市	黄浦	101020400
上海市	嘉定	101020500
上海市	浦东新区	101020600
上海市	金山	101020700
上海市	青浦	101020800
上海市	松江	101020900
上海市	奉贤	101021000
上海市	崇明	101021100
上海市	徐汇	101021200
上海市	长宁	101021300
上海市	静安	101021400
上海市	普陀	101021500
上海市	虹口	101021600
上海市	杨浦	101021700
天津市	天津	101030100
天津市	武清	101030200
天津市	宝坻	101030300
天津市	东丽	101030400
天津市	西青	101030500
天津市	北辰	101030600
天津市	宁河	101030700
天津市	和平	101030800
天津市	静海	101030900
天津市	津南	101031000
天津市	滨海新区	101031100
天津市	河东	101031200
天津市	河西	101031300
天津市	蓟州	101031400
天津市	南开	101031500
天津市	河北	101031600
天津市	红桥	101031700
重庆市	重庆	101040100
重庆市	永川	101040200
重庆市	合川	101040300
重庆市	南川	101040400
重庆市	江津	101040500
重庆市	渝北	101040700
重庆市	北碚	101040800
重庆市	巴南	101040900
重庆市	长寿	101041000
重庆市	黔江	101041100
重庆市	渝中	101041200
重庆市	万州	101041300
重庆市	涪陵	101041400
重庆市	城口	101041600
重庆市	云阳	101041700
重庆市	巫溪	101041800
重庆市	奉节	101041900
重庆市	巫山	101042000
重庆市	潼南	101042100
重庆市	垫江	101042200
重庆市	梁平	101042300
重庆市	忠县	101042400
重庆市	石柱	101042500
重庆市	大足	101042600
重庆市	荣昌	101042700
重庆市	铜梁	101042800
重庆市	璧山	101042900
重庆市	丰都	101043000
重庆市	武隆	101043100
重庆市	彭水	101043200
重庆市	綦江	101043300
重庆市	酉阳	101043400
重庆市	大渡口	101043500
重庆市	秀山	101043600
重庆市	江北	101043700
重庆市	沙坪坝	101043800
重庆市	九龙坡	101043900
重庆市	南岸	101044000
重庆市	开州	101044100
黑龙江省	哈尔滨	101050101
黑龙江省	双城	101050102
黑龙江省	呼兰	101050103
黑龙江省	阿城	101050104
黑龙江省	宾县	101050105
黑龙江省	依兰	101050106
黑龙江省	巴彦	101050107
黑龙江省	通河	101050108
黑龙江省	方正	101050109
黑龙江省	延寿	101050110
黑龙江省	尚志	101050111
黑龙江省	五常	101050112
黑龙江省	木兰	101050113
黑龙江省	道里	101050114
黑龙江省	南岗	101050115
黑龙江省	道外	101050116
黑龙江省	平房	101050117
黑龙江省	松北	101050118
黑龙江省	香坊	101050119
黑龙江省	齐齐哈尔	101050201
黑龙江省	讷河	101050202
黑龙江省	龙江	101050203
黑龙江省	甘南	101050204
黑龙江省	富裕	101050205
黑龙江省	依安	101050206
黑龙江省	拜泉	101050207
黑龙江省	克山	101050208
黑龙江省	克东	101050209
黑龙江省	泰来	101050210
黑龙江省	龙沙	101050211
黑龙江省	建华	101050212
黑龙江省	铁锋	101050213
黑龙江省	昂昂溪	101050214
黑龙江省	富拉尔基	101050215
黑龙江省	碾子山	101050216
黑龙江省	梅里斯	101050217
黑龙江省	牡丹江	101050301
黑龙江省	海林	101050302
黑龙江省	穆棱	101050303
黑龙江省	林口	101050304
黑龙江省	绥芬河	101050305
黑龙江省	宁安	101050306
黑龙江省	东宁	101050307
黑龙江省	东安	101050308
黑龙江省	阳明	101050309
黑龙江省	爱民	101050310
黑龙江省	西安	101050311
黑龙江省	佳木斯	101050401
黑龙江省	汤原	101050402
黑龙江省	抚远	101050403
黑龙江省	桦川	101050404
黑龙江省	桦南	101050405
黑龙江省	同江	101050406
黑龙江省	富锦	101050407
黑龙江省	向阳	101050408
黑龙江省	前进	101050409
黑龙江省	东风	101050410
黑龙江省	郊区	101050411
黑龙江省	绥化	101050501
黑龙江省	肇东	101050502
黑龙江省	安达	101050503
黑龙江省	海伦	101050504
黑龙江省	明水	101050505
黑龙江省	望奎	101050506
黑龙江省	兰西	101050507
黑龙江省	青冈	101050508
黑龙江省	庆安	101050509
黑龙江省	绥棱	101050510
黑龙江省	北林	101050511
黑龙江省	黑河	101050601
黑龙江省	嫩江	101050602
黑龙江省	孙吴	101050603
黑龙江省	逊克	101050604
黑龙江省	五大连池	101050605
黑龙江省	北安	101050606
黑龙江省	爱辉	101050607
黑龙江省	大兴安岭	101050701
黑龙江省	塔河	101050702
黑龙江省	漠河	101050703
黑龙江省	呼玛	101050704
黑龙江省	呼中	101050705
黑龙江省	新林	101050706
黑龙江省	加格达奇	101050708
黑龙江省	伊春	101050801
黑龙江省	乌伊岭	101050802
黑龙江省	五营	101050803
黑龙江省	铁力	101050804
黑龙江省	嘉荫	101050805
黑龙江省	南岔	101050806
黑龙江省	友好	101050807
黑龙江省	西林	101050808
黑龙江省	翠峦	101050809
黑龙江省	新青	101050810
黑龙江省	美溪	101050811
黑龙江省	金山屯	101050812
黑龙江省	乌马河	101050813
黑龙江省	汤旺河	101050814
